cook-time,cuisine,diet,difficulty,directions,dish-name,ingredients,link,description,picture,prep-time,rating
45 mins,indian,"['Vegetarian', 'Healthy']", More effort ,"Rinse the rice in several changes of water to remove excess starch, then put in a bowl of cold water and leave to soak for 30 mins.
Meanwhile, fry the onions in the oil for 8 mins until soft and starting to colour. Add the ginger, then cook for 2 mins more. Stir in the curry paste followed by the whole spices, cook for 1 min more, then tip in the potatoes and cauliflower. Pour in 300ml water, cover and boil for about 5-7 mins until the veg are just tender, but still have a little resistance. Stir in the yogurt and peas with 1 tsp salt.
Mix the saffron, rosewater and 3 tbsp boiling water together and stir well. Drain the rice, tip into a pan of boiling salted water, then cook for 5 mins until almost tender. Drain again. Get out a large ovenproof dish with a lid and butter the base. Tip the curry sauce into the base, scatter over the nuts, then spoon over the rice. Drizzle over the rosewater mixture, then cover with foil followed by the lid. Can be chilled overnight until ready to cook.
Heat oven to 180C/fan 160C/gas 4. Put the biryani in the oven for 45 mins-1 hr until thoroughly heated through. To check it’s ready, try a spoonful from the centre of the rice. For the garnish, slowly fry the onions in the oil until really golden and crisp (this can be done in advance). When the biryani is hot and ready to serve, gently toss through the onions and coriander.",Fragrant vegetable & cashew biryani,"['500g basmati rice', '2 large onions, halved and thinly sliced', '4 tbsp sunflower oil', 'thumb-size piece fresh root ginger, shredded', ""65g sachet korma curry paste (we used Sharwood's)"", '2 cinnamon sticks', '6 green cardamom pods', '3 star anise', '250g diced potatoes', '1 small cauliflower, cut into small florets', '250g Greek yogurt', '225g frozen peas', '2 good pinches saffron', '½ tsp rosewater', 'butter, for greasing', '100g roasted, salted cashew nuts', '2 onions, halved and very thinly sliced', '3 tbsp sunflower oil', 'good handful coriander']",https://www.bbcgoodfood.com/recipes/5083/fragrant-vegetable-and-cashew-biryani,"A delicious vegetarian main dish or accompaniment to another curry, ideal for a curry buffet or spicy feast",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--8596_11.jpg?itok=y6R1NoH0,40 mins,4
18 mins,indian,no info, Easy ,"In a non-stick frying pan, dry-fry onion and mince over a high heat for 2 mins, breaking up the mince as you go. Stir in the curry powder and lentils, pour in stock, then fiercely simmer for 10 mins.
While the mince is cooking, dice the tomatoes and roughly chop the coriander, then mix together in a small bowl. Put the naans briefly in a toaster to warm through, then pop one on each plate. Spoon a quarter of the mince over each naan, then top with a spoonful of the fresh tomato and coriander salad.",Indian mince with fresh tomato salad,"['1 red onion, sliced', '300g beef mince', '2 tbsp medium or mild curry powder', '100g dried red lentils', '700ml hot beef stock', '3 tomatoes', 'handful coriander leaves', '4 mini naan bread']",https://www.bbcgoodfood.com/recipes/11752/indian-mince-with-fresh-tomato-salad,"This flavour-packed dish is super-cheap and speedy to make, the perfect family meal",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--47835_11.jpg?itok=UUlBFVIn,2 mins,4
6 mins,indian,['Can be frozen uncooked'], Easy ,"Boil the potatoes. Meanwhile, dry-fry the cumin seeds for a couple of secs in a large non-stick frying pan. When soft, drain the potatoes, return to the saucepan, add the cumin, onions, chilli and coriander with plenty of seasoning, then mash well. When cooled a little, beat in 2 tbsp of the egg, then carefully stir through the salmon. Shape into 4 rough cakes, then coat in flour. If freezing, freeze on a baking sheet until solid, then pack up.
In the frying pan, melt the butter with the oil. Fry the cakes for about 2 mins each side until golden. Serve with the mayo, raita (recipe below) or mango chutney and some salad leaves.",Indian-spiced fish cakes,"['600g potato, quartered if large', '½ tsp cumin seeds', '2 spring onions, finely chopped', '1 red chilli, deseeded and finely chopped', '2 tbsp chopped coriander', '1 egg, beaten', '100g cooked leftover salmon, flaked into large pieces', 'plain flour, for coating', '25g butter and 1 tbsp sunflower oil', 'leftover avocado mayo, raita or mango chutney, to serve']",https://www.bbcgoodfood.com/recipes/10205/indianspiced-fish-cakes,"Spice up leftover cooked salmon in these simple, freezable fishcakes with cooling raita",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--23025_11.jpg?itok=719m9Nr1,20 mins,3
15 mins,indian,"['Freezable', 'Vegetarian']", More effort ,"Mix the flour, salt, yeast and oil in a large bowl and add enough water to make a soft, but not sloppy, dough. Knead well. Put into a lightly oiled bowl to rise for 1 hr until doubled in size.
Divide the dough into 8 pieces, about 250g each, and use a rolling pin to flatten each one into a circle, 15cm in diameter, about 1cm thick. Then leave the pieces on a lightly floured baking tray to prove for 5 mins. Heat a large frying pan to a medium heat and dry-fry each piece until browned on both sides, about 5 mins in total. Set aside to cool slightly before serving.",Flatbread,"['500g strong white flour', '2 tsp salt', '7g sachet fast-action yeast', '3 tbsp olive oil', '300ml water']",https://www.bbcgoodfood.com/recipes/2064/flatbread,"Indian flatbreads (naan) can be shallow-fried or baked and they only need 15 mins to cook. Perfect for mopping up the sauce of a lovely, homemade curry",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--281658_10.jpg?itok=76nYoE3M,20 mins,5
none,indian,['Vegetarian'], Easy ,"Heat 1cm oil in a large frying pan and fry the paneer in batches until golden brown – watch out as the oil spits. Scoop it on to kitchen paper.
Heat 1 tbsp oil in a frying pan and gently fry the coriander seeds, ginger, chilli and onion for about 8- 10 minutes until golden. Tip in the tomatoes and cook for another 5 minutes until they start to soften. Add the other spices and honey, stir and simmer for a few minutes.
Tip the paneer into the sauce and stir. Simmer for a few minutes, then add the chopped coriander and shredded ginger. Serve sprinkled with peppers and spring onions.",Spiced paneer,"['vegetable oil, for frying', '400g paneer, cut into bite-sized pieces', '1 tsp coriander seed', 'knob of ginger, peeled and chopped', '1 medium onion, chopped', '4 large ripe tomatoes, chopped', '1½ tsp chilli powder', '1 tsp fenugreek seed', '1 tsp garam masala', '1 tbsp clear honey', 'small handful of fresh coriander, chopped', 'small knob of ginger, peeled and shredded into matchsticks', '1 small red and 1 small green pepper, seeded and finely chopped', '3 spring onions, finely shredded']",https://www.bbcgoodfood.com/recipes/1059/spiced-paneer,Indian cheese paneer makes a great vegetarian dish as it holds its form – flavour with fenugreek and garam masala,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1075529_11.jpg?itok=X8iaStmg,none,4
35 mins,indian,no info, Easy ,"For the crisp onions, heat the oil in a frying pan, add the onions with a pinch of salt (which helps to stop them burning), then cook on a medium heat, stirring occasionally, until deep golden, about 20-25 mins. When done, spread on paper towels and leave to crisp up. While the onions are frying, put both fish in a frying pan with the chilli. Pour the milk over, cover and simmer for 4 mins. Take off the heat and let stand, covered, for 10 mins to finish gently cooking the fish.
Meanwhile, heat the 3 tbsp oil in a deep frying or sauté pan (with a lid). Add the onion, curry leaves, cardamom and cinnamon and fry until the onion is soft and golden, about 7-8 mins, stirring often. Lift the fish from the milk with a slotted spoon, discard the skin and any bones, cover to keep warm and set aside. Make the milk up to 600ml/1pt with water. Rinse the rice in warm water in a colander, drain, then stir it into the onion. Keep stirring for 1 min so the rice is coated. Pour in the milk mix and stir in the turmeric. Bring to a boil, then simmer for 10 mins, covered, lowering the heat if it starts to stick on the bottom.
When the rice is tender, remove from the heat, drop the butter on top so it melts in, then lay the whole pieces of fish on the rice. Cover and leave for the flavours to mingle. Meanwhile, put the eggs in a pan, cover with cold water and bring to the boil, then boil for 6 mins (for lightly boiled). Remove from the heat and plunge into cold water, cracking the shells against the side of the pan. Peel off the shells and quarter the eggs.
To serve, break the fish into big pieces with a fork, throw in the coriander and stir gently to mix without breaking up the fish, adding the eggs at the end. Season, scatter crisp onions on top and serve with lime wedges for squeezing over.",Ultimate kedgeree,"['2 tbsp vegetable or sunflower oil', '2 medium onions, halved and very thinly sliced', '350g undyed smoked haddock', '175g lightly smoked salmon fillet', '1 dried red chilli (Angela used Kashmiri)', '½ pint full-fat milk', '3 tbsp vegetable or sunflower oil', '1 medium onion, chopped', 'about 14 fresh or freeze-dried curry leaves', '4 cardamom pods, split', '1 cinnamon stick, broken into pieces', '280g basmati rice', '½ tsp turmeric', '50g butter', '2 eggs', 'handful of coriander leaves and some lime wedges, to serve']",https://www.bbcgoodfood.com/recipes/1937/ultimate-kedgeree,"There are a million versions of kedgeree, but we reckon this is the best and easiest of the lot",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1827_12.jpg?itok=cpR0H7EM,10 mins,4
none,indian,['Vegetarian'], Easy ,"Halve the tomatoes, remove the seeds, chop the flesh and place in a sieve over a bowl so the excess juices can drain away.
Put the onion and coriander into a bowl. Heat the oil and fry the cumin seeds for about 30 seconds then tip them into the bowl. Mix in the tomatoes, cover and chill.
To serve, add some salt (see tip below) and serve.",Fresh tomato chutney,"['6 large vine-ripened tomatoes', '1 large red onion, finely chopped', '2 handfuls of fresh coriander, finely chopped', '1 tbsp olive oil', '1 tsp cumin seed']",https://www.bbcgoodfood.com/recipes/1384/fresh-tomato-chutney,A fresh Indian accompaniment that goes well with naan bread dippers or poppadums - good for a New Year or Diwali buffet,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--811_12.jpg?itok=MdBux6_5,none,5
none,indian,no info, Easy ,"Slice the mangoes, put them in a glass bowl and splash with the Cointreau. Cover and chill for at least 2 hrs (or overnight). Serve straight from the fridge, showered with a handful of torn or roughly chopped fresh mint leaves.",Marvellous mangoes,"['3 mangoes', '3 tbsp Cointreau or Grand Marnier', 'a handful of fresh mint leaves']",https://www.bbcgoodfood.com/recipes/2754/marvellous-mangoes,"Tropical, sun-kissed mangoes are fabulous for rounding off spicy meals and there’s absolutely no faffing about with this speedy dessert",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--871516_11.jpg?itok=rNQ7YRUJ,none,5
none,indian,['Vegetarian'], Easy ,"For spiced lassi, whisk equal amounts of low-fat yogurt with water using a balloon whisk to create a frothy foam, then serve sprinkled with a few toasted cumin seeds and a little chopped fresh coriander. For a sweet version, whisk the yogurt and water with a little sugar to taste and a few drops of rose water.",Spiced & sweet lassis,"['low fat yogurt', 'water', 'a few toasted cumin seeds', 'a little chopped fresh coriander', 'sugar, to taste', 'few drops of rosewater, to taste']",https://www.bbcgoodfood.com/recipes/1697/spiced-and-sweet-lassis,"Lassi is a refreshing non-alcoholic Indian drink, ideal to serve with any Indian dinner menu",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1381_11.jpg?itok=-zhJ4J9M,none,3
15 mins,indian,"['Freezable', 'Vegetarian', 'Vegan']", Easy ,"Heat the oil in a medium saucepan, then add the onion, ginger and garlic. Fry for 2 mins, then add the garam masala, give it 1 min more, then add the stock and carrots. Simmer for 10 mins, then add the chickpeas. Use a stick blender to whizz the soup a little. Stir in the beans and simmer for 3 mins. Pack into a flask or, if you’ve got a microwave at work, chill and heat up for lunch. Great with naan bread.",Indian chickpea & vegetable soup,"['1 tbsp vegetable oil', '1 large onion, chopped', '1 tsp finely grated fresh root ginger', '1 garlic clove, chopped', '1 tbsp garam masala', '850ml vegetable stock', '2 large carrots, quartered lengthways and chopped', '400g can chickpea, drained', '100g green bean, chopped']",https://www.bbcgoodfood.com/recipes/9044/indian-chickpea-and-vegetable-soup,"Healthy, flavour-packed and low-cost, this soup's ideal for taking to work for lunch",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--488563_11.jpg?itok=OBPXfyCo,10 mins,4
10 mins,indian,['Easily doubled / halved'], Easy ,"Heat oven to 200C/fan 180C/gas 6. Mix the parmesan and curry powder together. Season the lamb, then press the meat into the cheese mix to coat. Heat the oil in an ovenproof frying pan or heavy baking tray and fry the cutlets for 2 mins on each side to brown.
Transfer to the oven for 5 mins for medium, or longer for well done. Delicious served with a dollop of tomato chutney and some mash flavoured with chopped coriander.",Indian lamb cutlets,"['50g parmesan, finely grated', '1 tbsp curry powder (we used Schwartz Mild Curry Powder)', '4 lamb cutlets', '1 tbsp olive oil', 'tomato chutney, to serve']",https://www.bbcgoodfood.com/recipes/3554/indian-lamb-cutlets,This aromatic dish will have everyone's mouthwatering,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--5486_12.jpg?itok=KvZW9vVV,5 mins,5
none,indian,no info, Easy ,"Fry the onions in the sunflower oil in a large frying pan for 10-12 minutes until golden.
Fill a roomy saucepan with water, bring to the boil and tip in a heaped teaspoon of salt - the water will bubble furiously. Add turmeric and the cinnamon stick to the water. Pour in the rice, stir once and return to the boil, then turn the heat down a little so that the water is boiling steadily, but not vigorously. Boil uncovered, without stirring (this makes for sticky rice) for 10 minutes. Lift some out with a slotted spoon and nibble a grain or two. If they're too crunchy, cook for another minute and taste again. They should be tender but with a little bite. Drain the rice into a large sieve and rinse by pouring over a kettle of very hot water
Stir the crushed seeds of the cardamom pods into the onions with the cumin seeds and fry briefly.
Toss in a large handful of sultanas and roasted cashew nuts, then the hot drained rice. This is great with curry and will also give an exotic edge to grilled meat or fish.",Spicy Indian rice,"['a mugful of American long grain rice', '2 onions, sliced', '2 tbsp sunflower oil', '½ tsp turmeric', '1 cinnamon stick', '6 cardamom pods', '1 tsp cumin seeds', 'large handful of sultanas and roasted cashew nuts']",https://www.bbcgoodfood.com/recipes/3238/spicy-indian-rice,Sara Buenfeld’s delicious spicy rice is perfect served with your favourite curry,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--47781_12.jpg?itok=aUs6QR5D,20 mins,5
